"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,          42,      -4.011311127,      -1.962892757,      -1.794510202,       1.490172172,      -2.861121047,      0.8994237263
          0,           0,          43,      -4.207687387,      -1.929421318,      -1.871339192,       1.295419741,      -2.842261529,      0.9182921897
          0,           0,          44,      -4.505311479,      -2.017209434,      -2.106669412,       0.993221851,      -2.810502709,      0.9501126694
          0,           0,          45,      -4.585938826,      -2.084724583,      -2.102474335,      0.9018328567,      -2.753793276,       1.006746939
          0,           0,          46,      -4.286616936,      -2.180595743,      -2.125668339,       1.207184671,      -2.756281481,       1.004324348
          0,           0,          47,      -4.227881547,      -2.011873201,      -2.187801498,       1.266301659,      -2.762795811,      0.9978127507
          0,           0,          48,      -4.418502671,      -2.135484108,      -2.383246725,       1.070086168,      -2.769372449,      0.9912211155
          0,           0,          49,      -4.434689305,      -2.415652697,      -2.474223821,       1.050640521,      -2.772063738,      0.9885348645
          0,           0,          50,      -4.357783346,      -2.369851285,       -2.20333548,       1.128549812,      -2.778121065,      0.9823879059
          0,           0,          51,      -4.402949922,      -2.286933189,       -2.10380694,       1.080111587,       -2.78352198,      0.9769411647
          0,           0,          52,      -4.720326514,      -2.348129342,      -2.248685869,      0.7492541682,      -2.793657187,      0.9667777224
          0,           0,          53,      -4.874315096,      -2.377255728,      -2.309695459,      0.5989106038,      -2.802919396,      0.9574592664
          0,           0,          54,      -4.790745555,      -2.391593074,      -2.273732757,      0.7007676255,      -2.814762842,       0.945694293
          0,           0,          55,      -4.804963334,      -2.389783132,      -2.373814761,      0.6933596895,      -2.815356862,       0.945109391
          0,           0,          56,      -4.938712923,      -2.430063429,      -2.439689613,      0.5667342184,      -2.812412418,      0.9480549309
          0,           0,          57,      -4.861118299,      -2.488862591,      -2.523545532,      0.6538995243,      -2.805084319,      0.9553508601
          0,           0,          58,      -4.634035536,      -2.526021414,      -2.611315608,      0.8768619349,      -2.798896819,      0.9615430828
          0,           0,          59,      -4.485103614,      -2.429648421,      -2.316443889,       1.020182678,      -2.810472496,      0.9499817468
          0,           0,          60,       -4.57774356,      -2.333594246,      -2.274987282,      0.9304967313,      -2.802882766,      0.9576199221
          0,           0,          61,      -4.860277308,      -2.408910867,      -2.515180303,      0.6454020968,      -2.788070898,      0.9724788915
          0,           0,          62,      -5.017802444,       -2.45176969,      -2.499024645,      0.4776013158,      -2.765436473,      0.9951502193
          0,           0,          63,      -4.847148918,       -2.45779134,      -2.366004992,      0.6416401281,      -2.765655152,      0.9949193393
          0,           0,          64,      -4.898426665,      -2.474759445,      -2.534659266,      0.5821465955,      -2.763838791,      0.9967250017
          0,           0,          65,      -5.005243331,      -2.526579807,      -2.603740524,      0.4496047928,      -2.760329941,       1.000236861
          0,           0,          66,      -4.906104193,      -2.606670734,      -2.612839106,      0.5520891887,      -2.751506034,       1.009103417
          0,           0,          67,      -4.737451422,      -2.593531432,       -2.56258286,      0.7359321584,      -2.754057458,       1.006513757
          0,           0,          68,      -4.724175505,      -2.516377874,       -2.51092363,      0.7476617623,      -2.755513719,       1.005028857
          0,           0,          69,      -4.922815512,      -2.560909956,      -2.609035739,      0.5326273095,      -2.757428222,       1.003102008
          0,           0,          70,      -4.993034421,      -2.601408694,      -2.662385719,      0.4569489306,      -2.757290799,       1.003245704
          0,           0,          71,       -4.97656449,      -2.566667062,      -2.577412468,      0.4740016354,      -2.754851367,       1.005647679
          0,           0,          72,      -4.953439433,      -2.544358258,      -2.459314682,      0.5167101329,      -2.766044539,      0.9944712669
          0,           0,          73,      -5.183462685,      -2.584110637,      -2.652020083,      0.2990240465,      -2.765357271,      0.9951579894
          0,           0,          74,      -5.248479587,      -2.594608175,      -2.697230537,      0.2378552148,      -2.762628162,      0.9978804507
          0,           0,          75,      -5.117745521,      -2.600509764,      -2.668882249,      0.3767727491,      -2.757910624,       1.002585081
          0,           0,          76,      -4.958636306,      -2.601826941,        -2.5953125,      0.5407836311,      -2.765611103,      0.9948938559
          0,           0,          77,      -5.029485316,      -2.601026609,      -2.660846028,       0.477557574,      -2.762374685,      0.9981532683
          0,           0,          78,      -5.259434553,      -2.623489467,      -2.769225533,      0.2336288482,      -2.756042404,       1.004499756
          0,           0,          79,      -5.291205908,      -2.641530763,      -2.754654315,      0.1915769035,      -2.747081312,       1.013478778
          0,           0,          80,      -5.142742631,      -2.631847424,      -2.601665673,      0.3404622213,      -2.750734337,       1.009809946
          0,           0,          81,      -5.292022498,      -2.659040987,      -2.704068016,      0.1774431412,      -2.748737819,       1.011810246
          0,           0,          82,      -5.412262244,      -2.678580371,      -2.745762797,    -0.02822379684,      -2.745409883,       1.015145466
          0,           0,          83,      -5.334087399,       -2.68857092,      -2.756320637,     0.05694705063,      -2.738997934,       1.021583485
          0,           0,          84,      -5.153786983,       -2.66530131,       -2.66906268,      0.2886029138,      -2.741753212,       1.018803586
          0,           0,          85,      -5.188612071,      -2.669389796,      -2.744375618,       0.234999072,      -2.741103901,       1.019445642
          0,           0,          86,       -5.26328967,      -2.677905378,      -2.777875527,      0.1361538388,      -2.739884133,       1.020666284
          0,           0,          87,       -5.24462479,      -2.679778987,       -2.77313242,      0.1628350085,      -2.736440598,       1.024128191
          0,           0,          88,      -5.139639373,      -2.647120825,      -2.699344137,      0.2990060526,        -2.7315942,       1.028987543
          0,           0,          89,      -5.050636003,      -2.616979814,      -2.604021183,      0.4121691347,      -2.739925276,       1.020629285
          0,           0,          90,      -5.224508111,      -2.643796846,      -2.742304922,      0.2034338859,      -2.740116173,       1.020428619
          0,           0,          91,      -5.372355722,       -2.65800491,      -2.812357744,    0.006244192249,      -2.739757279,        1.02078064
          0,           0,          92,      -5.316000403,      -2.653403272,      -2.775465481,      0.1079428538,      -2.737785882,       1.022747867
          0,           0,          93,      -5.185482857,      -2.634301286,      -2.676514342,      0.2830304357,      -2.744760079,       1.015786573
          0,           0,          94,      -5.303547767,      -2.653209978,      -2.794243507,      0.1556964755,      -2.743389723,       1.017165823
          0,           0,          95,      -5.443944251,      -2.663713186,      -2.855851686,    -0.01783110446,      -2.740695777,        1.01986628
          0,           0,          96,      -5.434029595,      -2.672553556,      -2.835286186,     0.01123385852,      -2.737407315,       1.023162315
          0,           0,          97,      -5.241505849,      -2.670575032,      -2.719963478,      0.2342818635,      -2.742181764,        1.01839812
          0,           0,          98,      -5.347590114,      -2.685787267,      -2.806802571,       0.120621194,      -2.740833009,       1.019755184
          0,           0,          99,      -5.485907504,      -2.697479141,      -2.850974919,    -0.08160955275,      -2.738418661,         1.0221777
          0,           0,         100,       -5.47618599,       -2.70720669,      -2.846115936,    -0.08262154042,       -2.73509244,       1.025516914
          0,           0,         101,      -5.334067158,      -2.696672844,      -2.734379964,      0.1089177487,      -2.738226261,       1.022389142
          0,           0,         102,      -5.435820221,      -2.711893887,      -2.822446576,    -0.02769629728,      -2.737200326,       1.023419674
          0,           0,         103,      -5.533425197,      -2.720798045,       -2.86077591,     -0.2247702403,      -2.735440333,       1.025186649
          0,           0,         104,      -5.489108914,      -2.720530464,        -2.8447633,     -0.1450470424,      -2.732587589,       1.028055906
          0,           0,         105,      -5.359831017,      -2.705681405,      -2.763250906,     0.05934231606,      -2.735564225,       1.025086398
          0,           0,         106,       -5.45533686,      -2.716902077,       -2.84788216,     -0.1009405827,      -2.734890533,       1.025762666
          0,           0,         107,      -5.529384323,      -2.721582765,      -2.876841469,     -0.2673010702,      -2.733785453,       1.026873621
          0,           0,         108,      -5.493336421,      -2.717950358,      -2.863300662,     -0.1713296895,       -2.73172473,       1.028950496
          0,           0,         109,      -5.344552719,      -2.702216628,      -2.793658603,     0.08273666431,      -2.734895173,       1.025792668
          0,           0,         110,      -5.457427771,      -2.711292641,      -2.866007701,     -0.1023150431,      -2.734470071,       1.026220695
          0,           0,         111,       -5.53306717,      -2.713769732,      -2.895341959,     -0.2640830723,       -2.73384749,       1.026848645
          0,           0,         112,      -5.508199429,      -2.710296071,       -2.88206978,     -0.1844841535,      -2.732730528,       1.027979897
          0,           0,         113,      -5.367557157,      -2.699818643,       -2.80258045,     0.06462585273,      -2.736340317,       1.024391592
          0,           0,         114,      -5.504306735,       -2.70736516,      -2.865722206,     -0.1500845331,      -2.735901333,       1.024834853
          0,           0,         115,       -5.56735301,      -2.710053881,      -2.895747106,     -0.2876156339,      -2.735265958,       1.025476695
          0,           0,         116,      -5.525633782,      -2.708673222,      -2.884200608,     -0.1739638508,      -2.734674078,       1.026083327
          0,           0,         117,      -5.369612851,      -2.698593996,      -2.791870696,     0.07796352657,      -2.738690511,       1.022096619
          0,           0,         118,      -5.506484782,      -2.713323533,      -2.873527666,     -0.1074553339,      -2.738035682,       1.022757572
          0,           0,         119,      -5.586034471,      -2.719231954,      -2.900478342,     -0.2618807877,      -2.737098107,       1.023703816
          0,           0,         120,      -5.532056279,      -2.723579464,      -2.884496906,     -0.1539011871,      -2.736564903,       1.024254176
          0,           0,         121,      -5.380910959,      -2.717022144,      -2.785884504,     0.06869297883,      -2.740720771,       1.020132667
          0,           0,         122,      -5.488714245,      -2.728568614,       -2.86504772,    -0.06878270636,      -2.739863453,       1.020997178
          0,           0,         123,      -5.581194954,      -2.735742256,      -2.897852627,     -0.2308480272,       -2.73869393,       1.022176974
          0,           0,         124,      -5.531452292,      -2.738638167,      -2.879584863,     -0.1451460064,      -2.738032224,       1.022858053
          0,           0,         125,      -5.383976199,      -2.733165617,      -2.790877738,     0.06290467457,      -2.739966984,       1.020966104
          0,           0,         126,      -5.375385807,      -2.737708199,      -2.802112393,      0.0737617126,      -2.740402701,       1.020575781
          0,           0,         127,       -5.23696737,       -2.72184035,      -2.704247011,      0.2373002398,      -2.749816846,       1.011253299
          0,           0,         128,      -5.472395946,      -2.753646068,      -2.852312041,     -0.0416270474,      -2.748140927,       1.012943106
          0,           0,         129,      -5.557583152,      -2.767344729,      -2.902077925,     -0.1801551219,      -2.746952302,       1.014149944
          0,           0,         130,      -5.463672281,      -2.765905245,       -2.84940731,    -0.04473466113,      -2.747752889,       1.013385889
          0,           0,         131,      -5.274177393,      -2.738107823,      -2.729402165,      0.1922537312,       -2.75534595,       1.005879474
          0,           0,         132,      -5.465041341,      -2.766345895,      -2.858537245,     -0.0496770157,      -2.754697462,       1.006537116
          0,           0,         133,      -5.570560084,      -2.773434381,      -2.909516352,     -0.2160560262,      -2.754501906,       1.006747347
          0,           0,         134,      -5.511922758,       -2.76837815,      -2.873692732,     -0.1085465314,      -2.755800448,       1.005480629
          0,           0,         135,      -5.332929351,      -2.748606563,      -2.769282086,      0.1301580085,      -2.761974607,      0.9993890305
          0,           0,         136,      -5.493709746,      -2.768609896,      -2.880895769,    -0.07404741616,      -2.761259127,       1.000114671
          0,           0,         137,      -5.604682599,      -2.772597913,      -2.916801728,     -0.2510173442,      -2.760984184,       1.000403909
          0,           0,         138,      -5.563529888,      -2.771896465,      -2.897041801,     -0.1733113847,      -2.762212809,       0.999203503
          0,           0,         139,      -5.386191228,       -2.76249426,      -2.807506459,     0.07186907877,      -2.767168286,      0.9943216999
          0,           0,         140,      -5.531941113,      -2.777305247,      -2.896817635,     -0.1168578076,      -2.766468474,      0.9950329142
          0,           0,         141,      -5.633550957,      -2.779759823,       -2.91521789,     -0.2859824549,      -2.766293057,      0.9952245595
          0,           0,         142,      -5.564751657,      -2.778996561,      -2.896981652,     -0.1647701233,      -2.767852758,      0.9936954917
          0,           0,         143,      -5.384300874,       -2.76787454,      -2.801497396,     0.07800742596,      -2.772142604,      0.9894840387
          0,           0,         144,      -5.387508714,      -2.774754318,      -2.821571793,     0.07840931188,      -2.776421934,      0.9852824314
          0,           0,         145,      -5.240636119,      -2.751225348,       -2.71007337,      0.2453050331,      -2.787431633,      0.9744551496
          0,           0,         146,      -5.489675634,      -2.782962473,      -2.870535258,    -0.01888145675,      -2.785104826,      0.9768134207
          0,           0,         147,      -5.584980185,      -2.801493948,       -2.92751511,      -0.148871085,      -2.785257202,      0.9766917229
          0,           0,         148,      -5.466430998,      -2.800754429,      -2.866258642,    -0.01344049256,      -2.789558521,      0.9724438866
          0,           0,         149,      -5.274158584,      -2.770555668,      -2.741201149,       0.206378446,      -2.798899146,       0.963239859
          0,           0,         150,      -5.482176644,       -2.79998742,      -2.882988594,    -0.02766172676,      -2.797674554,      0.9644889182
          0,           0,         151,      -5.606263793,      -2.806364291,       -2.94061151,     -0.1849005331,      -2.798309128,      0.9638751572
          0,           0,         152,      -5.537163081,      -2.803274499,      -2.900512124,    -0.09356149896,      -2.801970677,      0.9602471851
          0,           0,         153,      -5.342028431,      -2.782614865,      -2.783656681,      0.1387656082,      -2.809610837,      0.9526973325
          0,           0,         154,       -5.51474322,      -2.803397153,       -2.90496813,    -0.05456498196,      -2.808665357,      0.9536627644
          0,           0,         155,       -5.64164968,       -2.80692301,      -2.948170219,      -0.219227771,       -2.80912643,      0.9532160299
          0,           0,         156,      -5.593953263,      -2.806116193,      -2.920729959,     -0.1596348212,      -2.812133117,      0.9502256049
          0,           0,         157,      -5.403312755,      -2.797672949,      -2.833851111,     0.07230740153,      -2.818259194,      0.9441483403
          0,           0,         158,       -5.40317191,      -2.790905227,      -2.825343864,     0.07747476857,      -2.825118364,       0.937313126
          0,           0,         159,      -5.245335981,      -2.766107275,      -2.712617044,      0.2468524702,      -2.838125398,      0.9243737643
          0,           0,         160,      -5.505092632,      -2.804542454,      -2.911660376,     -0.0213038901,      -2.836642104,       0.925888283
          0,           0,         161,      -5.576456154,      -2.812656388,      -2.952156535,     -0.1200072009,      -2.838675272,      0.9238421237
          0,           0,         162,      -5.488412445,       -2.81415851,       -2.89005705,    -0.02436110496,       -2.84555349,      0.9169055191
          0,           0,         163,      -5.282988288,      -2.783248594,      -2.762205675,      0.2060801885,      -2.856030642,      0.9064047062
          0,           0,         164,      -5.503581828,      -2.807082791,      -2.899736077,    -0.02071229381,      -2.854937389,      0.9075215892
          0,           0,         165,      -5.623662601,      -2.817308788,      -2.971664669,     -0.1674130703,      -2.856334262,      0.9061007549
          0,           0,         166,       -5.53315135,       -2.81584931,      -2.939073032,    -0.06769918899,      -2.861155885,      0.9012060112
          0,           0,         167,      -5.356551736,      -2.788807342,      -2.792550903,      0.1307076175,      -2.869314623,      0.8929670825
          0,           0,         168,      -5.534082288,       -2.81663498,        -2.9380645,    -0.05600117389,      -2.868672124,      0.8936227981
          0,           0,         169,       -5.67753085,      -2.821431599,      -2.999382362,     -0.2326233126,      -2.869612213,       0.892656746
          0,           0,         170,      -5.564744955,      -2.812101224,      -2.955711586,     -0.1035273627,      -2.872970468,      0.8892226706
          0,           0,         171,      -5.412722737,      -2.800067164,      -2.830901273,      0.0680066494,      -2.879739706,      0.8823082577
          0,           0,         172,      -5.252066177,       -2.77492767,      -2.742237284,      0.2390347137,      -2.892751579,      0.8690622115
          0,           0,         173,      -5.514222832,      -2.807309888,       -2.92496494,    -0.02931940521,       -2.89269338,       0.869103862
          0,           0,         174,      -5.579499074,      -2.818793856,      -2.993312244,     -0.1147112935,      -2.894820261,      0.8668822573
          0,           0,         175,      -5.484345011,      -2.812952837,      -2.912872142,   -0.009760239186,      -2.900171123,      0.8613099639
          0,           0,         176,      -5.289903106,       -2.77992635,      -2.770914845,       0.200515318,      -2.909526101,      0.8516766444
          0,           0,         177,      -5.510910055,      -2.812462326,      -2.933814546,    -0.02545286969,      -2.909584224,      0.8515909704
          0,           0,         178,      -5.625442622,      -2.817402744,      -3.010269212,     -0.1587769498,      -2.911017945,      0.8500570766
          0,           0,         179,      -5.528250653,      -2.809351165,      -2.951093918,     -0.0536027354,      -2.914320333,      0.8465546045
          0,           0,         180,      -5.360190241,      -2.789557451,      -2.808392899,      0.1274034106,      -2.920792753,      0.8398150251
          0,           0,         181,      -5.528677803,      -2.814143911,       -2.96788399,    -0.04676435469,      -2.920757285,      0.8398252347
          0,           0,         182,      -5.660900566,      -2.813059845,      -3.006697485,     -0.1957506111,      -2.921548975,      0.8389509739
          0,           0,         183,      -5.575498419,      -2.809027672,       -2.96868144,     -0.1051111003,      -2.923418757,      0.8369157891
          0,           0,         184,      -5.414536402,      -2.793308209,      -2.845950299,     0.06977701863,      -2.926969081,      0.8330608277
          0,           0,         185,      -5.249300748,      -2.764180196,      -2.745576624,      0.2424679029,      -2.936868443,      0.8226807696
          0,           0,         186,      -5.534823686,      -2.806506305,       -2.95738982,    -0.05055188968,      -2.937136324,       0.822332293
          0,           0,         187,      -5.577117761,      -2.812114736,      -3.033982637,     -0.1032757752,      -2.937890199,      0.8214377473
          0,           0,         188,      -5.485679461,      -2.798986735,      -2.924385136,   -0.003617985917,       -2.93961193,      0.8194406405
          0,           0,         189,      -5.301133819,      -2.771969547,      -2.779077685,      0.1894480262,      -2.945979943,      0.8126621915
          0,           0,         190,      -5.515902155,      -2.804205051,       -2.96394144,    -0.03151999975,      -2.946114083,       0.812452774
          0,           0,         191,      -5.608246858,      -2.803847686,      -3.025509599,     -0.1333651139,      -2.946394012,      0.8120508841
          0,           0,         192,      -5.515152142,      -2.800597923,      -2.960534993,    -0.03380377481,      -2.946845644,      0.8113918701
          0,           0,         193,      -5.339717965,      -2.777590156,      -2.810290637,      0.1509631868,      -2.950862924,      0.8070536949
          0,           0,         194,      -5.514446176,      -2.798372828,      -2.964702918,    -0.02880199087,      -2.950797702,      0.8070628766
          0,           0,         195,      -5.686762789,      -2.805676024,      -3.050062286,      -0.219313759,      -2.950710071,      0.8070590515
          0,           0,         196,      -5.573694467,      -2.797765468,      -3.005376794,    -0.09624900485,      -2.950462066,      0.8071581778
          0,           0,         197,      -5.398424724,      -2.780172945,      -2.845187699,      0.0907577459,      -2.950259675,      0.8071016033
          0,           0,         198,      -5.252332991,      -2.756642279,      -2.748327738,      0.2403332367,      -2.956689782,       0.800207417
          0,           0,         199,      -5.535243018,      -2.795862342,      -2.975139187,     -0.0512241214,      -2.956746386,      0.8000771769
          0,           0,         200,      -5.576607417,      -2.795647386,       -3.03107115,    -0.09401030287,      -2.956661821,      0.8001033198
          0,           0,         201,      -5.604567751,      -2.796953857,      -3.080909057,     -0.1276024024,      -2.956300001,      0.8004074339
          0,           0,         202,      -5.599831374,      -2.794140525,       -3.00751635,     -0.1256630469,      -2.955561913,      0.8010457436
          0,           0,         203,       -5.37381795,      -2.775017606,      -2.858408355,      0.1155693691,      -2.954425207,        0.80198113
          0,           0,         204,      -5.263900973,      -2.752598625,      -2.755916989,      0.2289314641,      -2.958950746,      0.7970928529
          0,           0,         205,      -5.513454598,      -2.790429584,      -2.981640868,    -0.02867376036,      -2.958815032,      0.7971687613
          0,           0,         206,      -5.568128777,      -2.789561271,      -3.043292876,    -0.08481969934,      -2.958496786,      0.7974388736
          0,           0,         207,      -5.608635582,      -2.788328352,      -3.070059336,     -0.1298241632,      -2.957839542,      0.7980516152
          0,           0,         208,      -5.575965373,      -2.788011214,      -3.006171837,    -0.09809136654,      -2.956670846,      0.7991482667
          0,           0,         209,      -5.358376117,      -2.767895859,      -2.843161433,      0.1320641171,      -2.954791874,      0.8008889167
          0,           0,         210,      -5.244879313,      -2.742663473,      -2.739558915,      0.2484731855,      -2.958440644,      0.7969543056
          0,           0,         211,      -5.503578928,      -2.781635875,      -2.970440447,     -0.0178222476,      -2.958159212,      0.7971893086
          0,           0,         212,      -5.554244728,      -2.782714033,      -3.027496147,    -0.06962433267,      -2.957889278,      0.7974293724
          0,           0,         213,      -5.563785499,      -2.780037724,      -3.071154907,    -0.07907310748,      -2.957459903,      0.7978366728
          0,           0,         214,      -5.677630785,      -2.780506807,      -3.076759752,     -0.2067693965,      -2.956718349,      0.7985571299
          0,           0,         215,      -5.545208137,      -2.778122723,      -2.986047692,    -0.06596548692,      -2.955336906,      0.7998908891
          0,           0,         216,      -5.349907299,      -2.759701832,      -2.846201342,      0.1404818508,       -2.95614244,      0.7989599174
          0,           0,         217,      -5.529204827,      -2.775971772,      -2.964729377,    -0.04606527546,      -2.955802144,      0.7992756662
          0,           0,         218,      -5.706913886,      -2.780153742,      -3.034584672,     -0.2381736425,      -2.955221616,      0.7998340791
          0,           0,         219,       -5.62353758,      -2.774932007,      -3.099453142,     -0.1454845088,      -2.954218098,      0.8008157586
          0,           0,         220,      -5.559733886,      -2.767650232,      -2.988545009,    -0.07635654793,      -2.952545288,      0.8024565763
          0,           0,         221,       -5.36925542,       -2.75311149,      -2.833435367,      0.1217146806,      -2.950086362,      0.8048683528
          0,           0,         222,      -5.227361303,      -2.729794366,      -2.731178558,      0.2668109418,       -2.95315947,      0.8016016319
          0,           0,         223,       -5.48989336,      -2.760670208,      -2.938632472,   -0.002607358728,      -2.952758988,      0.8019726404
          0,           0,         224,      -5.575012172,      -2.769384969,      -3.051737813,    -0.09436724165,      -2.952401607,      0.8023121742
          0,           0,         225,      -5.564812189,      -2.765701992,      -3.090562597,    -0.08290334197,      -2.951907782,      0.8027965601
          0,           0,         226,      -5.645805698,      -2.763667494,      -3.079844556,     -0.1736826703,      -2.951201079,       0.803495411
          0,           0,         227,      -5.530333527,      -2.759762544,      -2.957405466,    -0.04979581552,       -2.94983286,      0.8048452071
          0,           0,         228,      -5.326019283,      -2.745748715,      -2.830652634,      0.1654434083,      -2.947375165,      0.8072761395
          0,           0,         229,      -5.236431664,      -2.718594454,      -2.721798614,      0.2583165478,      -2.950274251,      0.8042139641
          0,           0,         230,      -5.479440378,      -2.754516403,       -2.95317483,    0.007671021524,      -2.949775032,      0.8046946454
          0,           0,         231,      -5.543630819,       -2.75942216,      -3.048178218,    -0.06138954354,      -2.949312436,       0.805148689
          0,           0,         232,      -5.543850167,      -2.755786398,      -3.073244918,    -0.06308348127,      -2.948732475,      0.8057261814
          0,           0,         233,      -5.558176836,      -2.749415712,      -3.022116134,      -0.082969614,      -2.947947985,       0.806507267
          0,           0,         234,      -5.336787368,      -2.735474794,      -2.829365408,      0.1435244547,      -2.947898487,      0.8065180868
          0,           0,         235,      -5.318840732,      -2.736525831,       -2.86048421,       0.159947409,      -2.947576937,      0.8068327977
          0,           0,         236,      -5.440695905,      -2.746675952,      -2.934004334,     0.03431245262,      -2.947429422,      0.8069677512
          0,           0,         237,      -5.610998609,      -2.750126107,      -3.016148846,       -0.14451843,      -2.947231595,      0.8071554936
          0,           0,         238,      -5.591335775,      -2.747121717,      -3.026427816,     -0.1238775161,      -2.946947819,      0.8074321134
          0,           0,         239,      -5.482464211,      -2.737390325,      -2.957194545,   -0.009692508384,       -2.94655536,      0.8078215763
          0,           0,         240,      -5.407529364,      -2.728388544,      -2.912362433,      0.0678165943,       -2.94594009,      0.8084368844
          0,           0,         241,      -5.352298513,      -2.719817589,      -2.867150688,      0.1255849614,       -2.94559972,      0.8087643412
          0,           0,         242,      -5.463052121,      -2.735853556,      -2.941907841,     0.01257576127,      -2.945437919,       0.808915274
